Gene_id	Description	T5min_1	T5min_2	T5min_3	T15min_1	T15min_2	T15min_3	T4h_1	T4h_2	T4h_3	T8h_1	T8h_2	T8h_3	T12h_1	T12h_2	T12h_3	T24h_1	T24h_2	T24h_3	T48h_1	T48h_2	T48h_3	T72h_1	T72h_2	T72h_3	T120h_1	T120h_2	T120h_3	T221h_1	T221h_2	T221h_3	T288h_1	T288h_2	T288h_3	T290h_1	T290h_2	T290h_3	T292h_1	T292h_2	T292h_3	T294h_1	T294h_2	T294h_3	T296h_1	T296h_2	T296h_3	T296h_1prim	T296h_2prim	T296h_3prim
CEG44382	6-phosphogluconolactonase	748	682	1023	884	1091	1204	8	15	23	19	42	17	20	6	14	21	5	31	74	79	20	33	33	62	325	151	217	1375	353	1334	1446	1862	952	901	1721	1427	941	728	878	465	820	1023	167	73	729	120	133	114
CEG44383	thimet_oligopeptidase	1173	1079	1939	1298	1778	2249	19	42	55	12	25	26	12	14	17	14	9	13	30	16	19	27	16	23	155	64	122	517	123	524	745	834	503	448	1063	867	379	267	388	210	341	494	290	354	428	388	344	472
CEG44384	vesicle-fusing_atpase	1609	1593	2761	1546	2305	2632	25	34	57	7	22	32	20	18	34	21	11	24	55	56	21	26	21	38	132	80	134	731	132	768	1304	1950	974	1092	1891	2184	1563	1485	1704	1346	1063	1850	2803	4105	1150	5715	5252	3598
CEG44385	RPEL_repeat	1370	1257	1264	1953	2000	1607	29	17	20	0	13	23	7	7	6	12	8	17	79	111	21	46	42	74	274	136	299	1974	569	2064	2768	3489	1698	1896	2997	3677	2598	2263	2543	2010	2231	3067	1832	2431	974	2228	2710	3150
CEG44386	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44387	hypothetical_protein	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0
CEG44388	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44389	hypothetical_protein	90	86	125	69	95	108	148	260	454	19	53	31	21	18	14	18	11	12	69	70	29	16	28	38	134	65	81	347	126	380	512	486	225	97	219	126	56	39	43	148	126	123	366	486	409	289	921	368
CEG44390	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	1	0	0	4	0	2	0	0
CEG44391	hypothetical_protein	12	12	18	18	28	27	0	0	7	0	0	0	0	0	0	0	0	0	5	7	7	3	0	0	2	0	2	35	7	20	53	43	23	35	38	61	24	19	21	13	18	50	35	43	21	51	41	66
CEG44392	calcium-dependent_protein	1917	1713	3208	2153	2987	3290	11	24	40	27	52	20	21	22	24	18	14	51	52	62	41	18	31	57	172	88	176	985	323	866	1444	2083	975	997	1908	1585	1094	803	852	900	855	1164	492	856	604	1377	1236	1678
CEG44393	dis3-like_exonuclease	599	841	1016	663	934	1145	8	4	30	4	27	16	8	17	26	8	8	7	10	28	11	8	7	17	73	37	74	372	78	464	808	872	494	474	933	929	613	428	559	519	437	546	284	621	338	756	951	1184
CEG44394	zinc_finger_protein_zpr1	304	352	481	416	521	617	3	17	14	11	20	10	26	3	16	7	3	13	28	13	13	21	26	42	103	54	84	422	85	322	391	457	289	219	407	371	250	189	199	268	235	348	151	359	284	310	418	562
CEG44395	hypothetical_protein	6717	5210	6247	8953	9856	7263	5	8	25	1	22	3	16	2	18	11	1	14	21	46	5	4	12	38	132	55	88	660	223	872	1116	1307	717	850	1368	1440	1101	961	1190	975	854	1426	3191	5164	698	5292	4195	5295
CEG44396	Inositol-polyphosphate_4-phosphatase	699	818	1151	887	1300	1496	155	372	673	125	345	275	148	117	186	75	26	130	142	114	29	29	40	91	267	142	214	1524	370	1594	2099	2900	1850	1683	2870	2955	2003	1873	2128	3710	2572	4279	5626	4816	2820	4308	4621	2865
CEG44397	hypothetical_protein	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44398	hypothetical_protein	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44399	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44400	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	1	0	0	4	6	0	0	6	0	0	8	0	3	0	0
CEG44401	hypothetical_protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0
CEG44402	hypothetical_protein	20	23	12	26	30	26	0	0	0	0	1	0	1	0	0	4	3	4	3	1	0	0	1	0	0	3	0	25	4	15	63	59	42	18	46	74	54	35	41	40	48	74	108	121	37	151	123	158
CEG44403	hypothetical_protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	3	0
CEG44404	hypothetical_protein	300	352	444	378	509	592	17	84	85	71	206	156	62	23	53	39	16	34	21	23	4	18	8	16	46	16	28	129	28	112	194	180	129	129	241	213	128	103	122	136	157	246	176	268	104	298	273	393
CEG44405	hypothetical_protein	176	151	132	165	177	141	111	155	298	100	312	253	127	129	128	74	17	64	23	18	6	1	13	17	17	15	23	135	64	148	217	267	139	195	314	313	155	148	174	142	184	315	97	108	75	171	167	220
CEG44406	hypothetical_protein	207	173	145	203	188	149	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	83	13	70	142	202	98	81	126	159	138	116	122	147	86	192	126	107	55	105	54	70
CEG44407	RxLR-like_protein	13	17	10	25	31	28	0	0	5	6	12	0	8	6	2	10	11	12	0	8	5	0	3	4	2	0	3	8	0	5	10	22	10	2	1	8	7	2	3	23	7	23	16	16	23	14	7	11
CEG44408	RxLR-like_protein	82	96	115	124	152	183	89	155	269	24	24	24	21	25	28	14	13	14	38	36	12	23	11	28	38	20	54	269	72	215	346	432	169	200	327	279	85	45	58	46	115	138	58	44	169	65	36	53
CEG44409	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44410	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CEG44411	Protease_inhibitor_protein	981	1047	1257	1181	1237	1243	416	638	1140	239	555	385	196	166	251	128	65	155	247	361	124	144	133	186	634	366	616	4544	1400	4002	5742	5619	3496	2538	4303	4173	2270	1726	2101	1537	2293	2690	2375	4324	2320	4536	3886	5854
CEG44412	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44413	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44414	elongation_factor_p	416	402	298	386	348	341	8	4	3	3	7	1	0	3	4	9	0	10	17	23	14	17	15	26	55	25	33	161	53	193	422	441	290	166	254	430	155	175	145	131	197	211	43	25	219	30	60	81
CEG44415	hypothetical_protein	4136	5979	6226	5423	6696	6771	536	1403	1896	100	337	258	90	24	119	32	29	56	55	40	13	5	21	17	66	19	31	197	63	130	159	263	170	115	161	108	107	40	50	73	116	86	284	404	547	365	329	510
CEG44416	e3_sumo-protein_ligase_nse2	691	772	733	1005	951	751	9	12	32	22	61	56	18	17	22	9	7	19	21	27	24	7	17	20	47	21	33	316	35	227	390	442	240	311	484	453	336	242	261	271	232	378	650	777	337	888	695	900
CEG44417	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CEG44418	phosphoglycerate_dehydrogenase	203	276	334	361	478	544	0	8	4	5	1	0	1	0	2	3	0	5	14	37	14	25	29	31	121	81	119	576	165	577	917	1158	498	617	1133	1149	797	611	767	600	656	923	327	552	306	514	854	1102
CEG44419	Uncharacterized_conserved_protein	129	129	122	153	211	169	0	0	0	0	2	5	5	0	0	3	0	5	15	14	26	13	16	19	58	30	55	316	77	326	483	604	315	353	693	704	382	302	356	198	287	373	113	77	166	92	105	200
CEG44420	hypothetical_protein	286	418	538	271	392	444	0	0	10	0	6	14	5	3	0	1	0	2	6	4	8	2	5	0	2	3	12	189	36	173	284	340	218	196	380	360	334	271	280	265	258	379	584	987	230	1093	1057	1072
CEG44421	Predicted_membrane_protein	1283	1545	1767	1347	1566	1565	6	7	11	0	18	2	11	5	2	7	6	17	15	11	18	7	3	13	105	53	74	365	89	397	483	630	370	378	692	646	514	419	482	499	458	908	1103	1261	431	1650	1484	1388
CEG44422	Uncharacterized_protein_involved_in_protein-protein_interaction,_contains_polyproline-binding_GYF_domain	215	222	249	307	363	320	10	17	26	21	44	26	35	15	21	31	5	22	31	38	3	10	15	6	33	15	32	219	58	214	484	457	264	259	191	450	245	191	230	203	201	260	180	220	172	252	240	307
CEG44423	myosinlike_protein	228	279	377	348	414	380	10	13	26	6	45	24	7	7	1	2	0	12	2	4	0	0	1	16	38	22	19	82	23	83	206	384	151	122	85	98	145	63	60	550	332	424	420	514	230	590	495	542
CEG44424	hypothetical_protein	2284	2591	4017	3560	4862	4785	86	422	507	3	19	35	2	8	3	4	0	4	4	0	0	2	0	0	1	0	6	44	11	42	59	77	52	71	58	70	41	78	75	128	103	148	478	846	197	704	835	1038
CEG44425	hypothetical_protein	0	8	0	0	0	0	75	160	267	63	175	152	66	118	124	93	57	136	162	141	118	8	12	14	0	0	0	0	0	0	3	0	0	3	15	23	0	12	8	0	0	13	0	5	7	0	4	1
CEG44426	hypothetical_protein	24	18	15	15	26	15	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	5	3	0	8	1	21	9	33	6	2	3	29	3	17	9	8	8	16	1	8	9	10	8	27
CEG44427	Phospholipase_D,_Pi-PLD-like-1	1047	1161	1396	1241	1484	1244	0	0	2	0	0	4	8	0	1	28	0	26	224	381	108	178	170	304	1438	761	1508	7185	1996	8254	9713	12664	5691	7151	13643	13339	8116	6623	7082	4243	5761	6807	1565	1890	2309	2136	2168	3203
CEG44428	sugar_phosphate	19	8	22	30	31	31	15	10	15	7	39	36	25	22	6	15	7	9	54	40	8	20	14	22	65	42	91	644	155	686	948	1090	494	558	943	1197	652	624	775	603	655	961	294	371	277	188	288	456
CEG44429	hypothetical_protein	247	247	230	404	464	356	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	10	8	0	0	13	3	6	11	3	2	11	5	3	28	6	18	23	38
CEG44430	membrane_protein	822	907	863	1617	1649	1257	1	2	21	0	7	9	14	0	2	6	0	6	5	11	9	22	14	30	259	119	184	768	202	718	1117	1148	722	688	1462	1181	288	177	268	144	322	284	139	87	530	90	94	149
CEG44431	tetraacyldisaccharide_4-kinase	331	277	238	377	366	346	0	1	4	0	4	1	0	0	0	4	0	0	5	13	4	9	0	13	34	7	27	134	38	122	184	169	109	91	194	203	94	73	104	66	106	137	64	62	72	50	63	180
CEG44432	sulfate_adenylyltransferase	87	116	102	251	284	291	0	17	12	0	5	2	1	1	11	7	0	11	12	19	6	25	19	20	99	59	120	1106	129	856	1145	991	708	680	1520	1494	465	286	332	293	385	560	421	212	516	119	174	280
CEG44433	Mitochondrial_polypeptide_chain_release_factor	464	355	345	405	377	316	0	0	0	0	5	0	0	0	6	0	0	1	0	4	7	2	1	9	13	1	2	106	25	103	145	188	73	121	141	203	144	137	95	220	163	220	250	354	97	334	300	385
CEG44434	elongator_complex_protein_4-like	880	985	1168	1614	1774	1425	0	0	10	0	9	12	9	10	7	4	0	2	3	9	0	4	3	25	26	13	20	231	43	228	262	334	160	131	287	368	153	140	165	126	157	251	674	634	245	643	680	764
CEG44435	hypothetical_protein	29	22	20	31	39	21	0	0	0	0	0	0	0	2	0	3	0	0	0	14	0	0	0	0	0	0	0	3	0	2	6	8	1	16	5	6	6	3	4	3	2	7	8	4	8	7	9	9
CEG44436	hypothetical_protein_PPTG_14443	2	0	4	2	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	7	2	4	5	10	9	0	0	6	1	1	2	1	1	1	7	3	2
CEG44437	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44438	hypothetical_protein	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0
CEG44439	hypothetical_protein	3	0	0	0	1	1	7	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CEG44440	hypothetical_protein	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CEG44441	Vacuolar_assembly/sorting_protein_VPS9	1877	1120	1262	2221	1971	1503	7	3	13	0	1	0	4	2	0	0	0	0	0	0	0	2	1	2	0	9	9	28	10	30	55	141	54	46	80	88	53	42	74	45	52	84	857	997	105	1037	753	1065
CEG44442	Predicted_membrane_protein	894	1039	1073	747	822	983	6	3	21	2	2	17	7	0	17	10	2	20	29	34	4	5	13	33	71	13	50	296	70	208	360	404	164	204	230	345	196	216	274	250	230	360	473	665	299	791	801	668
CEG44443	hypothetical_protein	17200	16550	28448	19454	26784	29227	4	21	8	2	7	6	2	1	9	2	0	0	6	3	0	0	0	0	0	0	0	4	0	9	14	7	6	21	21	15	9	16	27	11	13	37	281	828	66	979	718	733
CEG44444	hypothetical_protein	412	326	388	786	811	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	4	0	1	17	7	0	3	7	8	1	0	4	5	3	12	11	7	6	6	8	14
CEG44445	Molecular_chaperone_(DnaJ_superfamily)	1198	1165	955	1290	1388	1253	9	12	30	4	10	13	12	6	7	7	6	25	11	23	9	10	6	4	47	17	56	464	149	579	907	1211	595	512	788	707	348	238	289	362	396	672	381	461	374	718	994	1052
CEG44446	hypothetical_protein	345	343	285	403	395	336	2	2	22	1	12	2	0	13	4	2	4	1	2	3	0	5	1	2	2	1	13	68	25	70	92	101	66	39	66	93	39	22	33	33	41	68	51	89	37	110	126	176
CEG44447	amino_acid_auxin_permease_family	122	92	144	131	189	231	147	197	501	23	51	25	34	23	25	31	1	9	197	200	75	51	66	69	361	144	297	2273	791	2342	5210	6547	2943	2118	3323	2035	1112	699	806	865	1062	1275	321	107	940	126	160	375
CEG44448	hypothetical_protein	1	0	1	0	5	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	3	1	0	1	0	0	0	1	1	1	0	0	0
CEG44449	hypothetical_protein	1	2	4	5	0	6	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	3	4	1	0	3	5	4	0	2	6	2	1	4	3	3	4	1	7
CEG44450	hypothetical_protein	10	11	5	2	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	3	3	0	0	0	4	0	0	0	0	0	4	2	0	0	4	2
CEG44451	crinkler_family_protein	198	237	207	207	222	222	18	39	50	5	12	2	4	3	3	12	0	19	10	20	10	7	8	20	57	32	72	634	111	428	686	573	362	385	1120	802	379	272	325	288	336	516	256	147	371	230	200	208
CEG44452	hypothetical_protein	60	46	48	61	42	58	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	5	2	1	21	11	26	51	47	20	17	23	41	22	9	4	4	8	8	8	9	7	12	19	16
CEG44453	hypothetical_protein	68	253	141	83	81	93	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	38	1	17	29	89	31	27	53	85	60	37	60	43	30	67	257	597	89	869	679	632
CEG44454	FOG:_Transposon-encoded_proteins_with_TYA,_reverse_transcriptase,_integrase_domains_in_various_combinations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44455	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44456	calciumbinding_atopy-related_autoantigen	6719	4839	4679	6198	5458	4386	9	41	28	18	44	56	49	23	16	36	17	29	24	68	18	20	19	36	89	38	90	618	126	586	927	1247	560	582	1005	1195	965	883	1042	943	1038	1611	1569	2325	481	3486	2048	2586
CEG44457	hypothetical_protein	6221	5671	4473	5573	4896	3838	15	8	28	24	29	20	31	12	16	11	1	14	6	14	7	8	17	11	30	16	35	169	29	188	331	372	185	283	378	407	372	317	365	413	377	702	2343	3979	421	5606	3695	5336
CEG44458	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44459	hypothetical_protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
CEG44460	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
CEG44461	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CEG44462	Predicted_RNA-binding_protein	11	16	18	18	23	39	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	4	4	10	17	2	27	41	48	25	13	61	27	25	13	13	4	9	19	1	1	3	2	5	5
CEG44463	polyprotein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CEG44464	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44465	hypothetical_protein	2	11	4	1	12	6	0	0	0	0	0	0	0	0	6	1	0	0	0	3	0	0	0	0	9	2	2	26	2	27	45	39	16	19	72	46	10	30	34	21	21	24	10	19	33	14	21	36
CEG44466	hypothetical_protein	1	0	0	0	0	0	0	0	2	0	1	0	3	1	1	1	0	8	0	0	0	0	0	0	0	0	3	0	0	0	4	1	2	0	0	0	3	2	0	0	2	8	0	2	0	1	6	0
CEG44467	conserved_oligomeric_golgi_complex_subunit	1247	1512	1699	1096	1473	1573	9	15	7	7	12	4	5	0	12	23	13	21	78	78	20	32	35	59	279	120	221	1760	360	1865	2404	3067	1635	1795	3553	3380	2037	1897	2039	1767	1621	2639	1822	2479	1254	3354	2854	2977
CEG44468	metallo-beta-lactamase_family_protein	575	814	758	608	838	812	10	6	12	7	12	16	1	11	9	15	8	13	20	47	20	1	11	15	84	50	33	408	111	407	565	790	397	410	806	694	428	322	405	482	510	657	725	1132	406	1391	1054	1270
CEG44469	luminal-binding_protein	2114	1968	2990	4279	6330	6377	67	266	382	10	55	45	38	19	43	172	31	210	1426	1315	723	598	515	1260	6913	3329	5213	15592	3799	16097	24896	43238	20020	17599	26122	29631	28294	21510	18183	20497	16873	21262	3394	7759	11058	3470	5930	17759
CEG44470	hypothetical_protein	9	16	30	22	30	19	0	0	0	0	3	0	1	0	0	0	3	0	0	3	0	0	0	0	1	0	0	29	8	14	52	33	21	23	51	46	18	19	36	35	6	57	21	29	16	15	41	55
CEG44471	conserved_hypothetical_protein	117	125	133	96	136	162	0	0	0	0	0	2	2	0	4	0	0	6	8	2	0	0	0	6	4	1	0	48	10	76	119	128	73	75	131	132	61	58	78	169	115	190	46	131	44	102	196	212
CEG44472	camk_protein_kinase	352	368	432	317	443	406	8	0	9	6	5	17	3	10	1	9	0	5	8	47	4	11	8	7	38	32	41	719	185	739	1144	1270	681	728	1287	1360	795	593	817	565	625	1102	496	566	527	763	937	701
CEG44473	hypothetical_protein	93	92	147	81	101	138	0	0	3	0	0	0	0	0	0	1	0	0	1	1	0	0	4	4	13	3	3	82	7	65	121	149	70	60	79	121	73	85	103	109	76	142	245	368	61	600	521	434
CEG44474	transcription_factor_jumonji	949	1085	1517	1048	1499	1619	1	11	22	11	30	54	23	2	19	26	2	21	34	91	15	28	26	66	251	136	225	1325	341	1458	2596	2949	1684	1787	3442	3340	1842	1616	1796	1472	1438	2312	1506	2054	1483	2260	2384	2721
CEG44475	nhp2p	2375	2235	1487	2103	1718	1643	28	48	88	39	62	37	71	27	37	31	13	26	51	92	45	31	53	87	189	93	180	476	104	460	552	680	390	294	451	382	227	181	261	314	394	308	1141	1353	712	1345	1129	1223
CEG44476	hypothetical_protein	1784	1888	1347	1707	1349	1282	30	37	81	26	42	30	11	16	28	28	6	28	29	107	37	45	51	88	233	108	215	511	129	484	826	1154	558	508	844	817	607	756	677	641	700	786	1109	1270	558	1273	1147	1477
CEG44477	dynein-like_protein	513	555	886	749	1005	1170	3	1	0	0	7	0	3	3	1	4	0	0	8	7	0	1	2	3	28	9	29	779	159	1039	1360	1657	847	1449	2092	2805	2392	2265	2748	1681	1609	2474	1514	2850	727	3062	3315	4146
CEG44478	hypothetical_protein	100	130	131	129	127	201	0	0	0	0	1	0	3	0	0	0	0	3	14	10	4	4	3	4	19	15	13	189	55	255	402	386	165	349	387	674	609	667	674	549	521	1038	247	461	174	397	607	571
CEG44479	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44480	hypothetical_protein	637	485	772	712	972	1096	5	14	35	5	10	10	14	1	18	9	17	11	19	18	8	8	13	14	50	28	60	350	88	374	398	484	226	270	788	606	317	237	335	271	316	478	191	241	149	225	232	299
CEG44481	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0
CEG44482	nicotinate_phosphoribosyltransferase	449	382	684	402	562	623	5	4	5	0	7	6	10	9	6	18	14	22	51	55	7	17	10	25	96	66	91	1129	271	1066	1127	1551	747	954	1512	1529	1080	906	1072	1234	977	1737	1176	1546	713	1817	2055	1533
CEG44483	Transmembrane_protein_18	301	265	189	284	219	210	1	4	10	0	5	5	10	1	2	7	8	9	29	20	16	7	14	20	36	18	24	236	90	210	290	345	204	190	288	234	213	160	164	230	231	290	158	158	137	192	191	240
CEG44484	hypothetical_protein	1884	2109	2423	2541	3051	2863	3	12	11	2	7	0	12	0	3	2	16	9	13	70	5	26	20	26	141	100	118	999	254	822	1228	1382	819	682	1099	1026	771	634	604	850	769	900	3001	4064	1102	3664	3703	4865
CEG44485	hypothetical_protein	49	60	64	90	84	82	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	5	1	11	72	10	74	182	267	109	106	124	91	113	92	116	172	106	119	130	294	140	268	268	418
CEG44486	hypothetical_protein	2039	1523	1546	2642	2759	2153	8	31	7	0	2	10	6	0	0	13	3	3	0	7	2	0	1	0	0	0	1	10	3	7	31	17	0	14	29	10	2	17	17	3	6	4	3	6	17	2	7	5
CEG44487	hypothetical_protein	968	1015	1304	945	1122	1082	20	11	45	5	6	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	3	0	1	7	9	7	1	9	1	4	5	8	17	126	15	107	59	246
CEG44488	atp-binding_cassette	330	299	515	458	656	671	10	11	53	9	9	14	2	4	9	12	12	16	23	33	8	7	13	32	85	38	73	324	88	335	423	628	331	235	579	507	262	257	246	211	170	311	108	162	162	151	235	339
CEG44489	hypothetical_protein	1401	1255	1826	1827	2136	1816	3	1	0	1	0	0	3	0	0	0	3	0	4	2	0	4	0	3	3	0	9	14	12	30	54	38	36	18	36	58	25	35	45	40	42	82	146	250	33	239	222	448
CEG44490	hypothetical_protein	173	167	174	153	164	165	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	4	1	14	2	1	15	5	6	4	10	19	2	11	11	16	7	18	32	50
CEG44491	hypothetical_protein	6	8	14	13	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	12	0	0	4	3	1	0	4	5	2	1	2	13	2	8	15	16
CEG44492	hypothetical_protein	44	44	21	21	24	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	8	0	13	20	28	15	13	26	14	7	16	14	6	4	14	16	31	3	20	28	34
CEG44493	Mucolipidin_and_related_proteins_(TRML_subfamily_of_transient_receptor_potential_proteins)	107	82	82	127	131	110	0	0	3	0	0	0	3	0	0	2	0	2	3	20	2	4	5	1	23	16	27	206	54	189	471	430	227	247	566	509	194	179	335	203	199	392	191	264	132	366	493	343
CEG44494	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG44495	p-type_atpase_(p-atpase)_superfamily	551	1095	784	497	667	736	30	17	19	0	10	11	3	3	18	3	1	2	11	22	2	3	5	10	30	32	50	157	27	159	186	169	104	53	232	114	97	33	82	51	54	46	240	621	138	458	580	930
CEG44496	FKBP-type_peptidyl-prolyl_cis-trans_isomerase	206	203	296	225	302	331	42	44	90	13	14	24	9	9	43	31	12	26	36	27	9	21	29	56	139	65	109	555	102	406	445	478	368	119	254	229	105	48	127	141	171	127	5681	6371	1436	4435	5425	3161
